all_requests,computing_time,solver_status,solve_time,objective_value,all_emissions,slot_emissions,all_errors,slot_errors,iteration
65536,0.44866371154785156,4,0.0485,26338400.0,80300,[80300, 0],999,[999, 0],2
65536,0.5092320442199707,4,0.0509,26338400.0,80300,[80300, 0],999,[999, 0],3
65536,0.5042119026184082,4,0.0481,26338400.0,80300,[80300, 0],999,[999, 0],4
65536,0.5084872245788574,4,0.049,26338400.0,80300,[80300, 0],999,[999, 0],5
65536,0.506249189376831,4,0.0489,26338400.0,80300,[80300, 0],999,[999, 0],6
65536,0.5083324909210205,4,0.0488,26338400.0,80300,[80300, 0],999,[999, 0],7
65536,0.5066757202148438,4,0.049,26338400.0,80300,[80300, 0],999,[999, 0],8
65536,0.5064585208892822,4,0.0489,26338400.0,80300,[80300, 0],999,[999, 0],9
65536,0.5047292709350586,4,0.0494,26338400.0,80300,[80300, 0],999,[999, 0],10
131072,0.4836997985839844,4,0.0484,52676800.0,80300,[80300, 0],999,[999, 0],1
131072,0.5064349174499512,4,0.0491,52676800.0,80300,[80300, 0],999,[999, 0],2
131072,0.506028413772583,4,0.0482,52676800.0,80300,[80300, 0],999,[999, 0],3
131072,0.50449538230896,4,0.0487,52676800.0,80300,[80300, 0],999,[999, 0],4
131072,0.504265546798706,4,0.0486,52676800.0,80300,[80300, 0],999,[999, 0],5
131072,0.504340410232544,4,0.0491,52676800.0,80300,[80300, 0],999,[999, 0],6
131072,0.5114545822143555,4,0.0484,52676800.0,80300,[80300, 0],999,[999, 0],7
131072,0.5056173801422119,4,0.0491,52676800.0,80300,[80300, 0],999,[999, 0],8
131072,0.5040757656097412,4,0.0489,52676800.0,80300,[80300, 0],999,[999, 0],9
131072,0.5067286491394043,4,0.0495,52676800.0,80300,[80300, 0],999,[999, 0],10
