all_requests,computing_time,solver_status,solve_time,objective_value,all_emissions,slot_emissions,all_errors,slot_errors,iteration
1024,0.5380878448486328,4,0.0731,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],1
1024,0.5394554138183594,4,0.0721,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],2
1024,0.5405161380767822,4,0.0719,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],3
1024,0.5413994789123535,4,0.0728,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],4
1024,0.5385704040527344,4,0.0727,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],5
1024,0.551156759262085,4,0.0719,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],6
1024,0.5461020469665527,4,0.0722,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],7
1024,0.5390236377716064,4,0.0724,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],8
1024,0.5305888652801514,4,0.0714,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],9
1024,0.5407264232635498,4,0.0722,402000.0,67000,[13400, 0, 53600],999,[804, 0, 195],10
2048,0.5466868877410889,4,0.0723,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],1
2048,0.5394787788391113,4,0.0723,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],2
2048,0.5431466102600098,4,0.0714,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],3
2048,0.5434041023254395,4,0.0722,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],4
2048,0.5406599044799805,4,0.0717,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],5
2048,0.5394196510314941,4,0.0714,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],6
2048,0.5322325229644775,4,0.0719,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],7
2048,0.5367450714111328,4,0.0724,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],8
2048,0.5509355068206787,4,0.0726,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],9
2048,0.5234241485595703,4,0.0722,735680.0,66880,[13200, 0, 53680],999,[792, 0, 207],10
4096,0.5491814613342285,4,0.0764,1407000.0,67000,[13400, 0, 53600],999,[804, 0, 195],1
4096,0.5444715023040771,4,0.072,1407000.0,67000,[13400, 0, 53600],999,[804, 0, 195],2
4096,0.541954517364502,4,0.072,1407000.0,67000,[13400, 0, 53600],999,[804, 0, 195],3
4096,0.5426664352416992,4,0.0722,1407000.0,67000,[13400, 0, 53600],999,[804, 0, 195],4
4096,0.5406482219696045,4,0.0723,1407000.0,67000,[13400, 0, 53600],999,[804, 0, 195],5
4096,0.5397472381591797,4,0.0725,1407000.0,67000,[13400, 0, 53600],999,[804, 0, 195],6
4096,0.5414495468139648,4,0.0729,1407000.0,67000,[13400, 0, 53600],999,[804, 0, 195],7
4096,0.5410676002502441,4,0.0719,1407000.0,67000,[13400, 0, 53600],999,[804, 0, 195],8
